comments,created,answer,id,problem,input,metadata,root_span_id,tags
,2026-05-08T05:32:16.800Z,"$4.76 dollars, rounding errors are allowed.",ddb85f58-6ced-49ea-a8af-e7e1cccb7608,"What was the diluted earnings per share of AMC Entertainment in the fiscal year of 2013?(answer in dollars, rounded to two decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",ddb85f58-6ced-49ea-a8af-e7e1cccb7608,,
,2026-05-08T05:32:16.801Z,"$35,058 millions, rounding errors are allowed.",b96f1c91-2d8a-4bbc-8413-eaef7750bb9a,"What was the operating income of Microsoft in the fiscal year of 2018?(answer in Millions of dollars, rounded to nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",b96f1c91-2d8a-4bbc-8413-eaef7750bb9a,,
,2026-05-08T05:32:16.802Z,"$82,718 million, rounding errors are allowed.",074f45aa-b6a4-430a-aa8b-0c5c6d6a71dd,"What was the shareholder equity of Microsoft as of June 30, 2018?(answer in Millions of dollars, rounded to nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",074f45aa-b6a4-430a-aa8b-0c5c6d6a71dd,,
,2026-05-08T05:32:16.803Z,"$15,909.5 million , rounding errors are allowed.",dfc606db-30e8-4df4-bed4-938a8e80eba1,"As of September 27, 2020, what was the amount of long-term debt (including the current portion) of Starbucks?(answer in Millions of dollars, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",dfc606db-30e8-4df4-bed4-938a8e80eba1,,
,2026-05-08T05:32:16.804Z,"$29374.5 million, rounding errors are allowed.",ed02833f-cc72-4163-8d70-940062ceb1d2,"What was the total assets of Starbucks as of September 27, 2020?(answer in Millions of dollars, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",ed02833f-cc72-4163-8d70-940062ceb1d2,,
,2026-05-08T05:32:16.805Z,"$19079 millions, rounding errors are allowed.",77510603-c86b-4cde-9a08-1549219222b1,"As of the end of the fiscal year 2019, what was the amount of cash and cash equivalents on Facebook's books?(answer in Millions of dollars, rounded to  nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",77510603-c86b-4cde-9a08-1549219222b1,,
,2026-05-08T05:32:16.806Z,"$70697 million , rounding errors are allowed.",cd8e5f16-1c81-411e-9b7a-03650c821481,"What was the total annual revenue of Facebook as of December 31, 2019?(answer in Millions of dollars, rounded to nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",cd8e5f16-1c81-411e-9b7a-03650c821481,,
,2026-05-08T05:32:16.807Z,"188864.0 TJ, rounding errors are allowed.",15920709-9594-4bb0-8e70-d503841368d6,"In 2020, what was the total coal supply in Israel? (answer in terajoules, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",15920709-9594-4bb0-8e70-d503841368d6,,
,2026-05-08T05:32:16.808Z,"31889337 TJ, rounding errors are allowed.",1012c974-2908-449f-a772-65390f9bc4a1,"In 2023, what was the total petroleum supply in the United States (answer in trillion joules, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",1012c974-2908-449f-a772-65390f9bc4a1,,
,2026-05-08T05:32:16.809Z,"2169248 TJ, rounding errors are allowed.",1a7080f3-17b4-492b-bda2-819ccb3b89d1,"In 2023, what was the total natural gas supply of Egypt (answer in TJ, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",1a7080f3-17b4-492b-bda2-819ccb3b89d1,,
,2026-05-08T05:32:16.810Z,"1.6 million units, rounding errors are allowed.",b9d406ca-3e30-4bb1-b128-9057bffb0891,"What were the sales of pure electric cars in Europe in 2022? (answer in million of vehicles, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",b9d406ca-3e30-4bb1-b128-9057bffb0891,,
,2026-05-08T05:32:16.811Z,"317.4 Gwh, rounding errors are allowed.",0ef84721-dd4f-45d5-aa6f-949b85369e00,"In 2015, what was the nuclear power capacity in developed economies in the Announced Pledges Scenario (answer in gigawatts, rounded to one decimal place)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",0ef84721-dd4f-45d5-aa6f-949b85369e00,,
,2026-05-08T05:32:16.812Z,The results between 2.80% to 2.90% are considered correct.,60846c49-7352-4d46-9373-7d87a0ccd6b4,"On July 15, 2022, what was the 6-Month Treasury Bill Secondary Market Rate? (answer in percentage, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",60846c49-7352-4d46-9373-7d87a0ccd6b4,,
,2026-05-08T05:32:16.813Z,"$4187.9 billions, rounding errors are allowed.",30f8cdd8-d357-4dae-abaf-0df953583b16,"In December 2021, what were the total Reserves of Depository Institutions in the United States? (answer in billions of dollars, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",30f8cdd8-d357-4dae-abaf-0df953583b16,,
,2026-05-08T05:32:16.814Z,"The results within the range of 329,660 to 329,662 (in million of dollars) are considered correct.",713b6c22-bd36-4821-bb3a-d2eac4d7bd63,"In April 2023, what was the total borrowing amount in millions of dollars from the Federal Reserve? (answer in Millions of dollars, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",713b6c22-bd36-4821-bb3a-d2eac4d7bd63,,
,2026-05-08T05:32:16.815Z,"1.177, rounding errors are allowed.",023c0cf7-699c-4532-99a9-d68c398b6090,"In the third quarter of 2020, what was the Velocity of M2 Money Stock in the United States? (rounded to three decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",023c0cf7-699c-4532-99a9-d68c398b6090,,
,2026-05-08T05:32:16.816Z,"$21,442 billion, rounding errors are allowed.",f25d5e28-0a11-46c4-9717-1de239de9a93,"On 2024 Dec, what was the seasonally adjusted M2 money supply in the United States (answer in billions of dollars, rounded to the nearest integer)?","{""reference_flag_notes"":""Eval artifacts disagree on whether this reference is a valid December 2024 M2 value or a mismatched historical/vintage target. Review provenance before using it as ground truth."",""reference_flag_source"":""manual_audit_2026-03-22"",""reference_flag_status"":""review"",""reference_flags"":""vintage_or_temporal_mismatch;judge_disagreement""}",f25d5e28-0a11-46c4-9717-1de239de9a93,,
,2026-05-08T05:32:16.817Z,"955.74 USD/oz, rounding errors are allowed.",f6222d78-43c0-4231-a038-8efe9179c278,"What was the average LBMA Platinum AM annual price in January 2024? (answer in USD/oz, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",f6222d78-43c0-4231-a038-8efe9179c278,,
,2026-05-08T05:32:16.818Z,"9610.25 USD/MT, rounding errors are allowed.",df89ba03-b10f-4357-bc52-cc81c3d94912,"What was the closing price of LME Copper - 2025 AUG on May 27, 2025? (answer in USD/MT, rounded to 2 decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",df89ba03-b10f-4357-bc52-cc81c3d94912,,
,2026-05-08T05:32:16.819Z,The results within the range of $33664 to $33667 are considered correct.,d6db7630-d5bf-4963-8d6a-944e17bbce9d,"On June 7, 2023, what was the closing price of the Dow Jones Industrial Average (DJI)? (answer in USD, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",d6db7630-d5bf-4963-8d6a-944e17bbce9d,,
,2026-05-08T05:32:16.820Z,"113.05 or 113‘08‘5’(in futures quote hexadecimal notation), rounding errors are allowed.",4db573d7-6e47-4093-abd2-c944fe41f5fc,"On April 4, 2025, what was the price of the US 10-Year T-Note Futures (September 2025 contract)? (unit: =100, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",4db573d7-6e47-4093-abd2-c944fe41f5fc,,
,2026-05-08T05:32:16.821Z,"71.77 USD/Barrel, rounding errors are allowed.",bf37a60a-0771-4e92-aaa6-1405cba02f3a,"On June 16, 2025, what was the settlement price of the WTI crude oil July 2025 contract? (answer in USD/Barrel, rounded to 2 decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",bf37a60a-0771-4e92-aaa6-1405cba02f3a,,
,2026-05-08T05:32:16.822Z,"1121.0 Cents/Bushel, rounding errors are allowed.",2608adf4-0fdc-4cf8-81a0-a9b43510fc15,"What was the high for the Chicago soybean July 2025 contract on July 26, 2024? (answer in Cents/Bushel, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",2608adf4-0fdc-4cf8-81a0-a9b43510fc15,,
,2026-05-08T05:32:16.823Z,"464.0 Cents/Bushel, rounding errors are allowed.",844840ea-1c17-4c25-9bb5-79de883303d4,"What was the closing price of Chicago corn for the July 2025 contract on December 28, 2024 (answer in Cents/Bushel, rounded to one decimal place)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",844840ea-1c17-4c25-9bb5-79de883303d4,,
,2026-05-08T05:32:16.824Z,"72.65 USD/Barrel, rounding errors are allowed.",9f971713-3ce6-4750-b8fa-26184c57b0df,"What was the closing price of the WTI crude oil August contract on January 16, 2025? (answer in USD/Barrel, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",9f971713-3ce6-4750-b8fa-26184c57b0df,,
,2026-05-08T05:32:16.825Z,"499.9320 IDR, rounding errors are allowed.",028652b4-8a3e-4b1e-a897-611a5e95a515,"On November 23, 2020, what was the closing price of Indonesia's IDX30 index? (answer in IDR, rounded to four decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",028652b4-8a3e-4b1e-a897-611a5e95a515,,
,2026-05-08T05:32:16.826Z,"27.02, rounding errors are allowed.",ffcc06ef-035a-42aa-b196-92502e6f2a81,"What was the closing value of the VIX on April 25, 2022? (rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",ffcc06ef-035a-42aa-b196-92502e6f2a81,,
,2026-05-08T05:32:16.827Z,"14575.98 EUR, rounding errors are allowed.",e0a6819c-3f52-43a4-9689-a626ab406f81,"What was the closing price of the German DAX index on May 30, 2022? (answer in EUR, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",e0a6819c-3f52-43a4-9689-a626ab406f81,,
,2026-05-08T05:32:16.828Z,"39101.64 JPY, rounding errors are allowed.",15278c0d-f5b9-4e63-90c0-c58e0e190e36,"What was the highest price of the Japan 225 Index on November 15, 2024? (answer in JPY, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",15278c0d-f5b9-4e63-90c0-c58e0e190e36,,
,2026-05-08T05:32:16.829Z,"8241.26 GBP, rounding errors are allowed.",610bc2ea-a3d4-4ad5-ae0d-0c757e4f854c,"On July 4, 2024, what was the closing price of the UK's FTSE 100 Index? (answer in GBP, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",610bc2ea-a3d4-4ad5-ae0d-0c757e4f854c,,
,2026-05-08T05:32:16.830Z,"5.47%, rounding errors are allowed.",7627d8af-588c-4308-99fd-512b7d38949c,"On July 3, 2024, what was the US 3-month treasury bond yield? (answer in percentage, rounded to 2 decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",7627d8af-588c-4308-99fd-512b7d38949c,,
,2026-05-08T05:32:16.831Z,"3.72%, rounding errors are allowed.",ad77b6b8-b2d8-4571-b425-da142c0a77d1,"On May 22, 2023, what was the US 10-year treasury bond yield?(answer in percentage, rounded to two decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",ad77b6b8-b2d8-4571-b425-da142c0a77d1,,
,2026-05-08T05:32:16.832Z,"$22579.6 billions, rounding errors are allowed.",8fa4de26-c5a7-4e16-a940-3e2cd0832aa5,"In April 2025, what was the Disposable personal income in the United States? (answer in billions of dollars, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",8fa4de26-c5a7-4e16-a940-3e2cd0832aa5,,
,2026-05-08T05:32:16.833Z,"$659.5 billions, rounding errors are allowed.",f3f32b70-3bc4-49da-ac91-275434644881,"In July 2022, what was the value of advance retail and food services sales in the United States? (Data updated: Jul 17, 2025, seasonally Adjusted. answer in billions of dollars, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",f3f32b70-3bc4-49da-ac91-275434644881,,
,2026-05-08T05:32:16.834Z,"2139.1 (in billion of dollars), rounding errors are allowed.",7195ea5e-f6da-4a98-b4a3-6876e2e449fd,"In September 2021, what was the Business Inventory in the United States?(answer in billions of dollars, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",7195ea5e-f6da-4a98-b4a3-6876e2e449fd,,
,2026-05-08T05:32:16.835Z,The result within the range of 5.3% to 5.5% are considered correct.,1e2b0e76-afdb-4cf8-b40e-d56a88d877ff,"In August 2009, what was the unemployment rate of Japan? (answer in percentage, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",1e2b0e76-afdb-4cf8-b40e-d56a88d877ff,,
,2026-05-08T05:32:16.836Z,"33 thousand metric tons, rounding errors are allowed.",25bd8182-9ad6-4fb5-81cc-d8c2aa6f4c75,"In 2022, what was the amount of Aviation gasoline - Final energy consumption in Brazil? (answer in thousand metric tons, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",25bd8182-9ad6-4fb5-81cc-d8c2aa6f4c75,,
,2026-05-08T05:32:16.837Z,The results between 21691200 to 21691400 kg are considered correct.,ebdc19e0-0e09-47c6-80e7-7416ba9e935f,"How many kilograms of husked (brown) rice were exported by Brazil in 2023 (answer in kilograms, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",ebdc19e0-0e09-47c6-80e7-7416ba9e935f,,
,2026-05-08T05:32:16.838Z,The results between $105.360 to $105.880 are considered correct.,02da1112-5bd1-4021-aa27-c0d1012856e4,"On March 8, 2023, what was the U.S. Dollar Index? (rounded to 3 decimal places)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",02da1112-5bd1-4021-aa27-c0d1012856e4,,
,2026-05-08T05:32:16.839Z,"100.2, rounding errors are allowed.",c16222cc-207a-4fb2-9880-7d1579dc42cc,"In June 2015, what was Germany's Ifo Business Climate Index? (data from June 24,2025, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",c16222cc-207a-4fb2-9880-7d1579dc42cc,,
,2026-05-08T05:32:16.840Z,"99.03, rounding errors are allowed.",fcb595c8-53a8-40ea-a1a9-f5f546a03284,"In April 2015, what was the CPI of Russia? (base year 2015=100, rounded to two decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",fcb595c8-53a8-40ea-a1a9-f5f546a03284,,
,2026-05-08T05:32:16.841Z,"58, rounding errors are allowed.",068eb3e1-c53c-4167-acbf-61694866cc99,What was the U.S. Housing Market Index (HMI) in November 2014? (answer rounded to the nearest integer),"{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",068eb3e1-c53c-4167-acbf-61694866cc99,,
,2026-05-08T05:32:16.842Z,"4970000, rounding errors are allowed.",53557374-2b99-4cd6-8bd3-df2712603160,"In February 2015, what was the annual sales volume of finished houses in the United States (data from July 24,2025, Seasonally adjusted, rounded to the nearest integer)?","{""reference_flag_notes"":""Question wording suggests finished/new houses, but repeated eval evidence indicates the reference aligns with an existing-home-sales metric instead of the finished-houses series."",""reference_flag_source"":""manual_audit_2026-03-22"",""reference_flag_status"":""suspicious"",""reference_flags"":""metric_definition_mismatch""}",53557374-2b99-4cd6-8bd3-df2712603160,,
,2026-05-08T05:32:16.843Z,"$440,713 million dollar, rounding errors are allowed.",ec013ee0-6500-44ef-aab2-b44b8b372cbe,"What were total retail trade in the United States in December 2014 (Not Seasonally Adjusted, answer in millions of dollars, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",ec013ee0-6500-44ef-aab2-b44b8b372cbe,,
,2026-05-08T05:32:16.844Z,"$144.4 million, rounding errors are allowed.",3efe4d17-e63a-4a9c-b14c-ffc6989b482a,"As of January 30, 2016, what was the working capital of GameStop? (answer in millions of dollars, rounded to one decimal place)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",3efe4d17-e63a-4a9c-b14c-ffc6989b482a,,
,2026-05-08T05:32:16.845Z,"182000 Square Footage, rounding errors are allowed.",d77393fc-1f6e-41cd-8f9a-401d8eb9f0b4,"As of January 30, 2016, what was the total area of GameStop's manufacturing and distribution facilities in Grapevine, Texas? (answer in Square Footage, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",d77393fc-1f6e-41cd-8f9a-401d8eb9f0b4,,
,2026-05-08T05:32:16.846Z,7,85a40d91-738d-466b-bacf-d5b33d7afeb6,"As of January 30, 2016, what was the number of GameStop stores in Alaska? (rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",85a40d91-738d-466b-bacf-d5b33d7afeb6,,
,2026-05-08T05:32:16.847Z,"$94008 thousand, rounding errors are allowed.",35246de6-75f5-40bb-a657-330c15b89f12,"What was the total gross profit of Planet Labs in fiscal year 2023? (answer in thousands of dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",35246de6-75f5-40bb-a657-330c15b89f12,,
,2026-05-08T05:32:16.848Z,"$798 thousand, rounding errors are allowed.",e385ac2e-e4f7-4bbc-a610-d9348ea84b1a,"What was the deferred rent of Planet Labs for the fiscal year 2022? (answer in thousands of dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",e385ac2e-e4f7-4bbc-a610-d9348ea84b1a,,
,2026-05-08T05:32:16.849Z,"$-242263, rounding errors are allowed.",fa38f6d6-23f9-4396-8444-f65efb768385,"For the fiscal year 2023, what was Planet Labs' Net cash provided by Investing activities? (answer in thousands of dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",fa38f6d6-23f9-4396-8444-f65efb768385,,
,2026-05-08T05:32:16.850Z,"The results between $105,100 thousand to $105,050 thousand are considered correct.",1f7b34c0-ff3d-4eb8-9ad6-b36b6c64d819,"As of December 31, 2020, what was the Contribution Profit of Upstart Holdings? (answer in thousands of dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",1f7b34c0-ff3d-4eb8-9ad6-b36b6c64d819,,
,2026-05-08T05:32:16.851Z,"$477255 thousand, rounding errors are allowed.",9545c5f8-25a6-4c36-883f-2d5c3b83e25c,"As of the end of 2020, what was the total amount of Upstart Holdings' Total liabilities, convertible preferred stock and stockholders’ equity (deficit)? (answer in thousands of dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",9545c5f8-25a6-4c36-883f-2d5c3b83e25c,,
,2026-05-08T05:32:16.852Z,"$162546 thousand, rounding errors are allowed.",f2740b2d-f517-4888-a042-03189a622685,"As of the end of December 2019, what was the value of Upstart Holdings' convertible preferred stock (answer in thousands of dollars, rounded to the nearest integer)?","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",f2740b2d-f517-4888-a042-03189a622685,,
,2026-05-08T05:32:16.853Z,"-$82933 thousand, rounding errors are allowed.",d3cb1c3a-7511-45a2-ac69-abcc14358beb,"As of the end of fiscal year 2021, what was the total stockholders' deficit of Knightscope? (answer in thousands of dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",d3cb1c3a-7511-45a2-ac69-abcc14358beb,,
,2026-05-08T05:32:16.854Z,The results between $1510 thousand to $1550 thousand are considered correct.,782bdf41-2a81-41e1-b070-73b6b0bba677,"In 2021, what was Knightscope's Accounts payable? (answer in thousands of dollars, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",782bdf41-2a81-41e1-b070-73b6b0bba677,,
,2026-05-08T05:32:16.855Z,"143%, rounding errors are allowed.",43b9802e-cccb-4454-a1fc-078eddb8e3c5,"In 2021, what was Knightscope's General and administrative expense as a percentage of revenue? (answer in percentage, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",43b9802e-cccb-4454-a1fc-078eddb8e3c5,,
,2026-05-08T05:32:16.856Z,"353%, rounding errors are allowed.",fd32f838-058e-45a2-95c4-accf430aeffd,"What was Knightscope's sales and marketing spending as a percentage of total revenue in 2021? (answer in percentage, rounded to the nearest integer)","{""reference_flag_notes"":null,""reference_flag_source"":null,""reference_flag_status"":null,""reference_flags"":null}",fd32f838-058e-45a2-95c4-accf430aeffd,,
